id,quote,character,train
26297,I had to do that.,Michael,False
26298,"Hi, I’m date Mike. Nice to meet me. How do you like your eggs in the morning?",Michael,False
26299,"God, this is gonna be fun.",Michael,False
26300,European offices are naked all the time.,Michael,False
26301,No.,Jim,False
26302,"That’s okay, I’ll do it.",Jim,False
26303,"No it’s not, not like penis-wise. Hello little boy, what’s your name?",Michael,False
26304,"He’s here on a special work program. He’s slow, you know, in his brain.",Dwight,False
26305,"Wow, this is my lucky day.",Jim,False
26306,"All right, we’re starting over.",Michael,False
26307,"We are doing a haunted house this Halloween. Which is actually kinda spooky because, as legend has it, on this very site there used to be a productive paper company.",Jim,False
26308,"Yeah, well, you know…Cornell.",Jim,False
26309,"Yeah, I had just told you about the day that I met the Blue Angels. I figured you had to top it.",Jim,False
26310,What happened?,Jim,False
26311,Wow.,Jim,False
26312,"Okay. That sounds good. Yes. Actually, today’s a good day to do that.",Michael,False
26313,Good to see you.,Michael,False
26314,"I guess that’s why we have a temp, huh?",Pam,False
26315,Of course I seesaw. Mose and I seesaw all the time.,Dwight,False
26316,I am hurt. I hurt my foot.,Michael,False
26317,"This? No. That’d be cool, though. It’s for milking.",Dwight,False
26318,What?,Michael,False
26319,"Shh. Ryan, Ryan, we’re going to take your clothes off.",Michael,False
26320,Ahhh.,Michael,False
26321,That’s it.,Dwight,False
26322,Apollo Creed.,Michael,False
26323,"One person chooses a gift. The next person can either choose a gift or steal that person’s gift. If your gift gets stolen, then you can steal somebody else’s gift or choose a new gift.",Michael,False
26324,350.,Michael,False
26325,"Nope. Um… for the guests it is. For you, consider it cow-meat. Strictly taboo.",Michael,False
26326,"You know, I used to go up there all the time with my step-dad, and I never caught anything that big.",Michael,False
26327,"Sad, something to break.",Michael,False
26328,"Who, Stacy?",Jim,False
26329,Mm-hmm.,Jim,False
26330,"Why, Darryl, because I’m quote white quote unquote?",Michael,False
26331,"I keep various weaponries strategically placed around the office. I saved Jim’s life with a can of pepper spray I had velcroed under my desk. People say, “Oh, it’s dangerous to keep weapons in the home or the work place.” Well I say, “It’s better to be hurt by someone you know accidentally, than by a stranger on purpose.”",Dwight,False
26332,Nothin’ much what’s up with you?,Jim,False
26333,Yeah.,Pam,False
26334,"My point is… that as long as people like you and me don’t stop talking, nobody can stop the USA.",Michael,False
26335,That laugh is so infectious.,Dwight,False
26336,Would someone just make the copy?,Michael,False
26337,Yeah…,Michael,False
26338,"Well, you’re driving, right?",Jim,False
26339,No rest for the sick. We are not always going to be there to coddle your heart back when it disappears to be working. What are you gonna do if you’re by yourself and your heart stops?,Michael,False
26340,No.,Pam,False
26341,Nope.,Jim,False
26342,"When you broke it off with Roy, did you still tell him you loved him?",Michael,False
26343,She strong?,Michael,False
26344,"Will you please? Make a sandwich. Now, according to my sources, you have an issue with the new H.R. woman. Well, so do I. And so does our secret benefactor. That’s too much peanut butter. What I propose is a good old-fashioned hazing, and I need your help. If you choose to accept this mission…Wipe the knife off before you stick it in the jelly. Have you ever made a sandwich before? Dammit, Meredith!",Dwight,False
26345,"Fine! Oh, I’m sorry. I’m sorry.",Pam,False
26346,And one girl push-up.,Dwight,False
26347,"I can’t let you in, Michael.",Dwight,False
26348,"So maybe we could find a little wiggle room, right?",Michael,False
26349,"We went over this, ok? Your tiny fingers make the best knots.",Dwight,False
26350,"Okay, wow! Easy, booster seat, nobody cares about this party anyway.",Michael,False
26351,Very good.,Dwight,False
26352,"Oh, how are you? Nice to meet you, Bill. Bill. Mr. Bill. OHHH NOOO. MR. BILL. OHHH! SNL? When they pull him apart? He’d always get rolled over by something.",Michael,False
26353,"Okay, yes, sure, I will do that…",Michael,False
26354,The other man. Who’s the guy? Who is it?,Michael,False
26355,What’s that?,Michael,False
26356,"The purse girl hits everything on my checklist. Creamy skin. Straight teeth. Curly hair. Amazing breasts. Not for me, for my children. The Schrutes produce very thirsty babies.",Dwight,False
26357,Hmm.,Dwight,False
26358,"No, no! You need to come by your sales honorably!",Dwight,False
26359,Noon.,Michael,False
26360,"I want you to know. Kelly, look at me! I want you to know that you are beautiful. You are truly, truly beautiful. Give me a hug. Mmmmmm.",Michael,False
26361,Yes.,Michael,False
26362,Yeah.,Michael,False
26363,"Yeah, I don’t even know why I said booze cruise. I don’t even think there’s booze on the boat.",Michael,False
26364,You have two seconds.,Michael,False
26365,"Pam, it is very complicated. There are a lot of moving parts here.",Michael,False
26366,You’re welcome.,Pam,False
26367,Just shut up! I don’t wanna hear anything more from you.,Michael,False
26368,Okay.,Michael,False
26369,"Speaking of funerals, why don’t you go ahead and go die.",Dwight,False
26370,Okay… Sherri?,Michael,False
26371,Really make one.,Dwight,False
26372,Oh God. Get a room Santas!,Michael,False
26373,"Michael, you have to put your hands down.",Pam,False
26374,"I, I surely do, and don’t call me honey. You were playing too.",Michael,False
26375,Then make him pitch to you.,Dwight,False
26376,Absolutely.,Jim,False
26377,Back to our options. Jeez! Ok! settle down everyone. No bunching!,Dwight,False
26378,"I just got back from vacation, mon, all right? So chill. Let’s don’t… Don’t harsh my mellow, mon.",Michael,False
26379,"I don’t know, but it might take me a long time to figure it out.",Pam,False
26380,First sentence is: “I’m a proctologist”.,Michael,False
26381,On what?,Jim,False
26382,Oh.,Jim,False
26383,"I got it on a website, that’s not important.",Michael,False
26384,"“Don’t sl-“, ok, that’s blank Don’t, just put it-",Michael,False
26385,"Erin, can you give us a second?",Michael,False
26386,"That was the curse, Stanley, and we are trying to find the cause of the curse.",Michael,False
26387,"Um, Karen left her blindfold on the longest but she also threw her egg at Jim.",Pam,False
26388,"OK, you know something, Dwight? We are not the terrorists. Why don’t you just take these women, put ’em in a burlap sack, and hit ’em with a stick? Because that’s what you’re doing. I celebrate these women. They deserve the right to dress as they please. If Pam wants to show more cleavage, she should be able to. I encourage that.",Michael,False
26389,What?,Michael,False
26390,"I, I put a mark on her arm. So I could tell them apart. I don’t… I know, I know. I can’t believe I gave her my bike!",Michael,False
26391,"Come on, this will be the only thrill of your boring life.",Dwight,False
26392,"Yeah, he is.",Pam,False
26393,"OK, well payroll is in charge of all that.",Michael,False
26394,"Isn’t that crazy? I’m a Volunteer Sheriff’s Deputy. Lackawanna County says that it’s okay for me to perform CPR, but for Michael my lips aren’t qualified enough for his perfect little face. It’s nuts.",Dwight,False
26395,"Yeah, that Gould is a real interesting guy, a gem. I can see why he and Jan are no longer together. If my conversation with him is any measure of their relationship, he was verbally abusive, he was curt. He was… He had an inability to communicate, shall I say? He was emotionally unavailable. I don’t know how she dealt with that as long as she did.",Michael,False
26396,Stop it. Stop it right-stop it right now.,Michael,False
26397,"Oh that’s mine actually. Um, maybe put it back in the truck.",Michael,False
26398,What did you think was going to happen?,Michael,False
26399,Yes! Yes! I have so much joy… in my heart… right now. How do I look?,Michael,False
26400,Oh!,Pam,False
26401,"…Saturday, so just let me know what you’re doing tomorrow, Saturday, for lunch. Ok, talk to you soon.",Jim,False
26402,"What are…? Shut it. Shut. Up. OK, so what I want to engage us in today is a hardcore discussion about women’s problems and issues and situations. Magazines and TV shows and movies portray women as skinny, tall goddesses. Well, look around. Are women like that? No. No, they are not. Even the hot ones aren’t really that skinny. So what does that say? That says that you women are up against it. And it is criminal. Society doesn’t care. Society sucks. I don’t even consider myself a part of society. FYI. Because I am so angry over all of this.",Michael,False
26403,No.,Jim,False
26404,"Tell them that I died, and I turned into an angel, and when they feel a breeze in a room with all the windows closed or that-that chill on the back of their neck, that is just me watching over them.",Michael,False
26405,Today is about family.,Michael,False
26406,"Oh, no, no. No false modesty, my friend.",Michael,False
26407,"It did. Like butter. Mike Myers, SNL. You should ask Karen, she was one of them.",Michael,False
26408,That’s really fattening.,Dwight,False
26409,Stephanie could you hop off please?,Michael,False
26410,"You guys are stripes, I think…",Pam,False
26411,"I’m sorry, sorry.",Michael,False
26412,"Interception. He shoots, he scores, yeah! Michael, try it like this. This’ll be much harder.",Dwight,False
26413,It’s clear why we were trying not to tell people. That’s clear now.,Pam,False
26414,This is not funny. Why is my stuff in here?,Dwight,False
26415,Who’s playing with the button?,Michael,False
26416,For all your paper and printer needs. For all your paper and printer needs. For all your paper and printer needs.,Dwight,False
26417,"No, no. That would not be efficient. Actually, they just don’t get very much work done when I’m not here. That’s not true. I know how to delegate, and they do more work done when I’m not here. Not more. The same amount of work is done, whether I am here or not. Hey, everybody, listen up. This is what we’re gonna do. You sit tight, until I return. Sound good? Doesn’t matter, it’s an order. Follow it blindly, mwahahaha, ok? Alright, ciao. Adios!",Michael,False
26418,It doesn’t matter.,Jim,False
26419,"When I return, I hope to be a completely changed human being.",Michael,False
26420,"Hey, Oscar! Come on in. What’s up?",Michael,False
26421,"Well I hated it! A lot! Okay, I… you know what? If the guilty person would just come forward and take their punishment, we’d be done . Very well. Then you are all punished.",Michael,False
26422,"Aw, thanks, man.",Jim,False
26423,I don’t think anyone thought that.,Pam,False
26424,Ohh! Good-bye.,Jim,False
26425,Did… Karen get the job?,Pam,False
26426,"Oh, OK, Well I’m looking for a passionate affair, not companionship. I’m a man… of intensity, of, of cool and youth and, and passionately. God…",Michael,False
26427,"Hello, Jan.",Michael,False
26428,Stanley. Pam. Oscar. Meredith. Kevin. Angela.,Dwight,False
26429,AM or PM?,Michael,False
26430,Is it?,Jim,False
26431,I will be honest with you. That car ride did not go well and that was not my fault. The only reason I am standing out here right now is because I don’t want to take the elevator with her. And I am holding on to her leftovers.,Michael,False
26432,...,Dwight,False
26433,"Um, oh, thinking about business school?",Michael,False
26434,That’s what she said.,Michael,False
26435,So it’s a man?,Pam,False
26436,Give the bottle to Michael!,Jim,False
26437,What are you…,Michael,False
26438,Federal and State.,Michael,False
26439,"Dwight, I uh, I have something to confess.",Jim,False
26440,"Oh my gosh, wait until you. This guy was unbelievable. Ok so-",Pam,False
26441,I would like to lose 65 pounds.,Jim,False
26442,I need to change my emergency contact information from Michael Scott.,Dwight,False
26443,"Well, that’s not the way it’s going t sound. Here’s what we’re going to do. We’ll go to the dump, we’ll look around, then we’ll all go out and get pizza, maybe catch a movie, late-night drink, some more pizza, call it a night. What do you –",Michael,False
26444,I wasn’t.,Michael,False
26445,I want someone to follow Donna. I want her tailed. I need the name of a good private investigator.,Michael,False
26446,"I know it’s not definite or whatever, but uh, do you know who’s coming over here from Scranton?",Jim,False
26447,I think she’s doing a good job.,Jim,False
26448,"Oh, that is my favorite ocean! I love it! I am so happy right now. No! I can’t keep it a secret any longer. Jim is stepping down to salesman, I am going to be the sole manager once again.",Michael,False
26449,Per diem.,Michael,False
26450,Big day for you.,Dwight,False
26451,It’s my own fault-,Jim,False
26452,Okay. Let’s start with the “I love you” level.,Jim,False
26453,"Oh, God, you know what? I’m gonna be in Mexico for my half-birthday.",Michael,False
26454,Uh-huh.,Dwight,False
26455,Oh really? Is that supposed to scare me?,Michael,False
26456,What branch?,Dwight,False
26457,Right. Let’s do some good.,Jim,False
26458,Oh my god!,Pam,False
26459,Wasn’t it… It’s kinda like a… Like that.,Jim,False
26460,"Yeah, he is.",Pam,False
26461,"Ahh! You said it! You know who you would love? Oh, this guy in my neighborhood, Tom Dizemore. This is him: “Hey! Hey Scott!”",Michael,False
26462,"Well, Dwight’s a purple belt, so…",Jim,False
26463,"Before we conceive a child, uh, it is important that we bang out a parenting contract.",Dwight,False
26464,"Yeah, oh there you go.",Michael,False
26465,"There’s coffee in the kitchen, Pam.",Michael,False
26466,And we’re also supposed to speak our truths.,Pam,False
26467,Right.,Michael,False
26468,And his favorite lunch.,Pam,False
26469,Now.,Dwight,False
26470,"Uh, how did you know they were black belts?",Jim,False
26471,Yeah.,Michael,False
26472,How can you give us performance reviews if you don’t know us?,Pam,False
26473,"Well they didn’t dine so, yeah, maybe they just dashed.",Jim,False
26474,What? Ohhhh… Yes! Thank you!,Pam,False
26475,"OK, what am I thinking right now?",Dwight,False
26476,Sometime today.,Jim,False
26477,"Hey, Deangelo, my mom just sent me this picture of Cece, it is so adorable.",Pam,False
26478,"Dwight, it’s couples only. And besides, I only have six wine glasses, so it will be me and Jan, and Pam and Jim, and Angela and Andy.",Michael,False
26479,Hi.,Michael,False
26480,"I was going to put up some new pictures, but umm, all of the ink in the printer was gone.",Michael,False
26481,"Ah, well maybe you should spy on him. Oh my God, wouldn’t that be hilarious!",Michael,False
26482,"If it’s alright, can I just have like one minute alone, just to go over —",Jim,False
26483,"Yeah, I know.",Jim,False
26484,"Oh, hi, Michael. I’m so sorry I’m late. I got stuck in traffic.",Dwight,False
26485,Good luck to you.,Dwight,False
26486,Return.,Michael,False
26487,"Nobody likes to work late, least of all me. Do you have plans tonight?",Michael,False
26488,You’re making it worse. I bet Luke Perry’s friends don’t treat him like this .,Michael,False
26489,"Well, we’ll fix it up. You don’t have to display that.",Michael,False
26490,Have a seat.,Michael,False
26491,"Greatness is only skin deep, some people say…",Jim,False
26492,No.,Dwight,False
26493,"Ok, let’s try another one. Um…",Michael,False
26494,"No, no, no. I mean, not because you’re gay. Your gayness does not define you. Your Mexican-ness is what defines you to me. And I think we should celebrate Oscar’s Mexicanity. So Phyllis… I want you to go find firecrackers. And a Chihuahua. Pam, in the frozen food section, Swanson makes a delightful chimichanga.",Michael,False
26495,"Okay, okay. You know what? You know what? You know what? Everybody’s looking at you right now.",Michael,False
26496,Son of a bitch.,Michael,False
26497,Good to see you.,Michael,False
26498,What if this doesn’t work? What is the office actually goes under?,Michael,False
26499,Nothing.,Jim,False
26500,"Kudos to Ryan, king of the party committee.",Michael,False
26501,You would?,Dwight,False
26502,Maybe Angela would cheerlead.,Pam,False
26503,"C’mon Jim, let’s go.",Michael,False
26504,"I don’t know, I can imagine her with another woman, can’t you?",Michael,False
26505,Wohahah! Why are you torturing me?! God.,Michael,False
26506,"I know. You miss Angela, don’t you?",Pam,False
26507,"And, hey, don’t embarrass me when we go to Niagara.",Michael,False
26508,"I know. That’s awesome, man. That’s great.",Jim,False
26509,"The most sacred thing I do is care and provide for my workers, my family. I give them money. I give them food. Not directly, but through the money. I heal them. Today, I am in charge of picking a great new health care plan. Right? That’s what this is all about. Does that make me their doctor? Um… Yes, in a way. Yeah, like a specialist.",Michael,False
26510,Basically Sabre has tasked us with helping them branch into the retail marketplace. They want to set up their own version of an Apple store.,Dwight,False
26511,"Thanks, Kev. I’m good though.",Jim,False
26512,Your realtor.,Pam,False
26513,Stop it.,Michael,False
26514,"Yeah, baby, I am feelin’ better. My body’s literally healing itself. It is amazing what the human body is capable of when you have a powerful brain.",Michael,False
26515,Uh hmm.,Jim,False
26516,Good!,Pam,False
26517,I’m… painting my new apartment tonight.,Pam,False
26518,"No, no, no, no, wait. Final one, final one this is important. The more we can encourage interracial dating as a society the further away we get from incest, literally.",Michael,False
26519,All right. You have to pick up after them.,Michael,False
26520,"Oh, oh… yeah, a long time ago, just to make sure she was out of town. Oh… oh God.",Michael,False
26521,"Ben Franklin, do you wear boxers, briefs, or pantaloons?",Pam,False
26522,I’m on minute six of this message.,Jim,False
26523,Okay.,Michael,False
26524,I’ll just throw out some suggestions.,Michael,False
26525,Reflective strips were glued to patrol jackets. Knights went outside with flashlights to test them.,Dwight,False
26526,Jack Nicholas.,Dwight,False
26527,"Hey, hey!",Dwight,False
26528,How is that funny?,Michael,False
26529,I have one kitchen.,Pam,False
26530,Most do in the magazines.,Michael,False
26531,You were so dorky!,Pam,False
26532,"Okay, okay, what’s better? A medium amount of good pizza? Or all you can eat of pretty good pizza?",Michael,False
26533,"Yeah, uh, Mr. Decker, please.",Jim,False
26534,You should ask her out.,Dwight,False
26535,That’s exactly what I was thinking.,Michael,False
26536,Live and let live.,Michael,False
26537,We don’t do anything until Michael gives us further instructions.,Dwight,False
26538,I know. We’ll talk about it later. Thanks for coming in.,Michael,False
26539,Oh yeah.,Pam,False
26540,He is in an all-out sprint.,Michael,False
26541,Yes.,Michael,False
26542,"Oh, also, while you’re at it, if you did have a salt packet, three tacks and some aspirin, that would be great. Oh, wow. You have that.",Jim,False
26543,It is?,Michael,False
26544,"Hi, David.",Jim,False
26545,"So, yesterday Dwight found half a joint in the parking lot. Which is unfortunate because as it turns out, Dwight",Jim,False
26546,It was,Michael,False
26547,"Not almost, though, Holly. I mean, not — not close to 200…",Pam,False
26548,I did not know that.,Pam,False
26549,Because he’s afraid to fly.,Michael,False
26550,"Nah, I think it’s mine. Lemme just check real quick, here. Alright.",Jim,False
26551,"Let’s talk pubes, people.",Dwight,False
26552,Can’t a guy just buy some bagels for his friends so they’ll owe him a favor which he can use to get someone fired who stole a co-manager position from him anymore? Geez. When did everyone get so cynical?,Dwight,False
26553,One…,Dwight,False
26554,"Brought you some balloons. Why don’t we… here you go. Tie these up, cheer up your tubes… Oh! Shhhh… For God’s sake!",Michael,False
26555,Yes.,Jim,False
26556,No. Angela! What are you saying?,Dwight,False
26557,"Guys, let me ask you something. Do you want your life to be better or worse or stay the same?",Michael,False
26558,Did you wanna do that now? We can go inside. I’m feeling kind of good tonight.,Pam,False
26559,What?,Michael,False
26560,Would…,Jim,False
26561,"No, I’m not even wearing that much.",Pam,False
26562,I think you need to confess…,Dwight,False
26563,"Hey Michael, would you get me some coffee from the warehouse?",Pam,False
26564,"How do you tell somebody that you care about deeply, “I told you so.” Gently with a rose? In a funny way, like it’s a hilarious joke? Or do you just let it go, because saying it would just make things worse? … Probably the funny way.",Michael,False
26565,"I am now Sempai, which is Assistant Sensei.",Dwight,False
26566,I also stole something off of her computer. A document called “Dear Michael.”,Michael,False
26567,"Thank you, Jim.",Dwight,False
26568,Yes.,Michael,False
26569,"What’s going on, Michael. Talk to me.",Dwight,False
26570,"Well if somebody who barely out-sells Phyllis, can get in, I should be fine.",Dwight,False
26571,Wow… that is insane!,Michael,False
26572,Yeah.,Pam,False
26573,Wow. I think you’re bluffing.,Jim,False
26574,All of them.,Michael,False
26575,"Oh, um… .I can’t.",Jim,False
26576,Yeah… maybe.,Jim,False
26577,"Our friend, Seth, and his wife there.",Pam,False
26578,Ha ha.,Pam,False
26579,"What is happening? Oh, God, what is happening?",Michael,False
26580,"I’m going to make you an offer. Okay? You even do so little as grant me an interview, I will guarantee you your dream work life. Okay? You roll in at 10 a.m. to your own private reserved parking spot, pick up your daily free coffee from Dwight’s Caffeine Corner, unlimited sex breaks for you and Pam…",Dwight,False
26581,"No, I’m not gonna do that.",Jim,False
26582,Okay.,Dwight,False
26583,"They’re both single, I have a sense they might-",Pam,False
26584,"I grew up on a farm. I have seen animals having sex in every position imaginable. Goat on chicken. Chicken on goat. Couple of chickens doin’ a goat, couple of pigs watching. Whoever drew this got it exactly right.",Dwight,False
26585,"Your mom would love that. She would. Oh, this band is called Scrantonicity.",Jim,False
26586,"I went on a date. It wasn’t a love connection, um… I think when I like someone again, I’ll just kinda know.",Pam,False
26587,"They’re considering him for a top secret mission. There’s his application. Oh, and this is where I made him list every secret he promised he’d never ever tell.",Pam,False
26588,Okay.,Pam,False
26589,"Thank you. No, come on… God!",Dwight,False
26590,"We’re gonna miss you, Gabe.",Dwight,False
26591,Good. Good. Thank God.,Michael,False
26592,Because wha… that was one possible explanation as to why you got that haircut.,Michael,False
26593,"Okay, well, allow me. You know what– gosh these tacos are awfully complicated to make. I will make everyone’s tacos! Gra-ga-ga-ga-ga!",Dwight,False
26594,"You know what? Instead of a game, why don’t we do an exhibition? I’d love to see that dunk of yours.",Jim,False
26595,I work with Michael.,Dwight,False
26596,Pow! Pow! Pow!,Dwight,False
26597,"Hi Katy, nice to meet you.",Jim,False
26598,"I know, I know.",Michael,False
26599,"Alright. I’ll call you, kid.",Dwight,False
26600,Thank you.,Michael,False
26601,"No, that was his wife, so he’s on his way.",Jim,False
26602,A little smile and a nod shows that I hear you. Got it?,Pam,False
26603,"Okay, quick. Who says moustache?",Jim,False
26604,Uh!,Dwight,False
26605,"Oh, I bet.",Michael,False
26606,How do they do this so fast? Is this power-point?,Michael,False
26607,"A good manager doesn’t fire people. He hires people and inspires people. … People, Ryan. And people will never go out of business.",Michael,False
26608,"Ah, you do. So…",Michael,False
26609,So weird.,Jim,False
26610,Thank you.,Michael,False
26611,Okay.,Pam,False
26612,Nice. Third book?,Jim,False
26613,"Yeah, but look, I mean, he didn’t need business school. Okay, Michael comes from the school of hard knocks.",Dwight,False
26614,"What? All I see are boring old tables with no birthday decorations. Oh, wait a second! You mean this one? Wow!",Michael,False
26615,Okay. It’s been a little more tiring than I thought.,Pam,False
26616,"Nice. You know, I cleaned our daughter for like, an hour at four a.m. this morning, so…",Jim,False
26617,Really?,Jim,False
26618,I don’t feel like peanut butter. Get me an ice cream sandwich.,Michael,False
26619,"Really? A baby otter? Okay, um, count me in as who cares. It’s not even that interesting a baby otter, it can’t even stand up. It’s trying to stand up… there it goes.",Michael,False
26620,"Just compare last year’s order to this year’s. Uh-huh. Yeah, I’m looking at it right now. … Yes. We–yeah, they’re very–they’re different. Yeah, we can stick with last year’s, you’re just going to have to supplement it, somehow.",Michael,False
26621,"Hold that thought. Well, well, well. If it isn’t Isabel.",Dwight,False
26622,Oh very funny.,Michael,False
26623,"Next year? Come-I mean, what is the point? What is the point of that? I made a resolution to floss, and I did it. 12:01, January first, BAM! Blood everywhere.",Michael,False
26624,Jim had a crush on me on the booze cruise or he told you about it on the booze cruise?,Pam,False
26625,Gimli.,Dwight,False
26626,I am just as much of a boss as Michael and I can do anything that Michael can do. Alright? Who here believes that I have as much power as Michael?,Jim,False
26627,We’re friends.,Pam,False
26628,God.,Michael,False
26629,"Yeah, I think I made the right choice.",Pam,False
26630,Same thing.,Dwight,False
26631,"Michael, wait. So they said we are sold?",Jim,False
26632,“Abdomen. Menses.”,Dwight,False
26633,Why?,Dwight,False
26634,I used to be in HR. I was a Hell raiser.,Michael,False
26635,Hello.,Michael,False
26636,That sounds nice.,Pam,False
26637,"Okay, I can do that.",Dwight,False
26638,"Okay, what can I do to make you believe me?",Jim,False
26639,Hello. Hi. Can I talk to you for a sec? Excuse me.,Michael,False
26640,"Will you just, will you grab Clark real quick?",Pam,False
26641,...,Dwight,False
26642,"Hey, Amy. How ya doing?",Jim,False
26643,"Oh, would that make you feel better?",Pam,False
26644,"Stop the bus, okay?",Michael,False
26645,Okay.,Jim,False
26646,It’s the ladies’ room.,Dwight,False
26647,No.,Michael,False
26648,Mm-hmm.,Jim,False
26649,Jackpot.,Jim,False
26650,I want you to go downstairs and I want you to shut it down.,Michael,False
26651,Yeah. I have a question for you.,Jim,False
26652,"It’s ok. We’re having fun. It’s not actually the first time I’ve been embarrassed by a pond. In high school, the girls volleyball team always used to hrow me into the frozen lake. Four years in a row. Oh… it was freezing. No. No. No. Oh, this is even worse. Couple weeks ago I went to get a new cellphone and I wanted on of those packages where you have, you know, the friends- the five- the friends and family thing and the guys was like, ‘Who are your 5 friends?’ and I’m, like, ‘Uh… ‘ I didn’t even know I couldn’t even think. Oh, my God. It was so embarrassing. That was- oh. I don’t even have Jan’s cell phone number and I hate her! She won’t give it to me. I was like, ‘Oh, I guess I’m a loser. ‘A luh-whooooo a za her’. Too far! God! Thanks a lot, man. Thanks for the advice.",Michael,False
26653,Zeke.,Dwight,False
26654,"I would love to take them all to Jamaica, but is that good management? Yes. But is it the best management? Well, I can’t afford it, and corporate won’t pay for it. So who’s the real criminal?",Michael,False
26655,Oh—gee—I’m—,Pam,False
26656,Would a liar bring mini Mounds bars?,Michael,False
26657,No? Come on.,Jim,False
26658,"Jim! Hey. Hi, Pam. Listen, could I talk to you a second about the… paper products?",Dwight,False
26659,"I hate the fact that we have to do this together. I think we work better separately. When I am irritated and I look at you, I don’t see you anymore.",Michael,False
26660,All right. Did he hit you?,Jim,False
26661,"Male, age 37…",Dwight,False
26662,Okay. When did people sign-,Pam,False
26663,"Michael, please. Stop it now. You’re embarrassing yourself.",Dwight,False
26664,Oh! You didn’t need to do that. …Nightswept. This is… really amazing. Thank you. I love it.,Michael,False
26665,Hey Mer. How ya doing?,Michael,False
26666,And the fear.,Pam,False
26667,"Ok, you guys should not be doing this.",Dwight,False
26668,It’s a bus that takes you to a party. Here we go.,Michael,False
26669,"…’Cause I’m the first to to find out. Nobody else knows and it is my responsibility to tell them. Well, good. How are you holding up? Want me to come over?",Michael,False
26670,Wait! They’re using the lift as their own personal elevator.,Dwight,False
26671,That’s really nice of you to say.,Michael,False
26672,It’s always you. Are you going to discipline him or not?,Dwight,False
26673,Shh.,Pam,False
26674,Why?,Michael,False
26675,"Agrotourism is a lot more than a bed and breakfest. It consists of tourists coming to a farm, showing them around, giving them a bed, giving them brekafest.",Dwight,False
26676,Hey!,Jim,False
26677,You ahh.,Michael,False
26678,Oh it… sounded interesting… what you were gonna…,Michael,False
26679,"Yes. But, what I didn’t tell you is that I actually bought the tickets. We only didn’t go because it was-",Pam,False
26680,I’m rebuilding a turn of the century steam engine in my slaughter house.,Dwight,False
26681,"Oh, no, no, no. It’s good. It’s really — on the Internet, it’s a really — that’s a really good, good, thing.",Dwight,False
26682,You do?,Michael,False
26683,"Kevin, um, let’s think of something to distract us. Uh, like the movie Skyfall. You loved the movie Skyfall, right?",Pam,False
26684,Alright.,Jim,False
26685,Hey.,Jim,False
26686,No! It was like four years ago!,Michael,False
26687,"You sold us all on Andy, a product that nobody wanted.",Michael,False
26688,"Oh no, I’m fine.",Pam,False
26689,What is going on?,Dwight,False
26690,You’re gonna have to talk louder.,Jim,False
26691,What did you—,Dwight,False
26692,"Oh my gosh, thank you Jim, that’s so thoughtful. Four! Oh yeah!",Dwight,False
26693,"OK, when a farmer sees an animal that is in pain, that has no quality of life, that has no utility, a farmer does what city folk don’t have the stomach to do.",Dwight,False
26694,"Here, this is for your elbows, for your elbows.",Jim,False
26695,Oh! That was really. This is necessary to do to really give it a good workout. This is the ooooh… This is the prettiest one of all.,Jim,False
26696,What are you doing out here?,Pam,False
26697,Wait. Can you back up? What’s the story?,Pam,False
26698,No.,Michael,False
26699,Stop the bus! Stop the bus!,Michael,False
26700,… is there any news on the leads?,Dwight,False
26701,Go. Any questions?,Michael,False
26702,Okay.,Pam,False
26703,“Jelp?” J-e-l-p?,Pam,False
26704,Will they still air ‘Rudolph?’,Jim,False
26705,Have a great time.,Pam,False
26706,"I don’t own Dunder Mifflin, okay? The job was not mine to give. Look, I need your advice on something. I am told that there are bears in the Rockies.",Michael,False
26707,I like to call this… the bumper test.,Dwight,False
26708,I know.,Michael,False
26709,Really?,Dwight,False
26710,What is the matter with… me?,Dwight,False
26711,Nobody’s for.,Jim,False
26712,What were your favorite moments?,Dwight,False
26713,What was that?!,Pam,False
26714,Nice.,Dwight,False
26715,Jim told me you could buy gay-dar online.,Dwight,False
26716,What is your problem?!,Michael,False
26717,What I’m offering is a ticket on a bullet train straight to middle management.,Dwight,False
26718,"He has not stopped working for a second. At 12:45 he sneezed while keeping his eyes open, which I always thought was impossible. At 1:32 he peed, and I know that because he did it in an open soda bottle under the desk while filling out expense reports. And on the flip side, I have been so busy watching him that I haven’t even started work. It’s exhausting, being this vigilant. I’ll probably have to go home early today.",Jim,False
26719,"Kevin, do you feel OK?",Pam,False
26720,Great idea.,Dwight,False
26721,"Hey, how’s it going?",Jim,False
26722,I volunteered for this job.,Dwight,False
26723,"Oh my God, he’s making you look like such a fool.",Jim,False
26724,"Um, I don’t know, I’m just like, I’m going a little crazy ’cause I keep overhearing all these conversations between Michael and corporate about like, staff issues?",Pam,False
26725,Okay.,Jim,False
26726,Pam made a drawing of Lloyd. He is a blend of all the salesman.,Jim,False
26727,Well done. And we managed to kill the entire morning.,Pam,False
26728,Here are some things that I want to teach you that your mother won’t be able to.,Michael,False
26729,"You know what, just in case she’s looking you should put some stuff in it.",Jim,False
26730,Stop…,Michael,False
26731,"Everyone thought the food was gross, and that belsnickel was some darkly erotic freak.",Dwight,False
26732,"Ok, be more specific.",Michael,False
26733,"Yes, it is true.",Michael,False
